id,bucket,budget,selected_word_indices,comprehensiveness,sufficiency_error,log_odds
491,medium,50,9 20 4 16 3 10 2 15 0 6 22 18 14,-0.01171875,-0.01171875,-0.205161048764
492,medium,1,,0.0,0.0,0.0
492,medium,5,0,0.0,0.0,0.0
492,medium,10,0 9,0.0,0.00390625,0.003913899321
492,medium,20,0 9 3 7,0.0,0.00390625,0.003913899321
492,medium,50,0 9 3 7 2 6 1 10 13 15,-0.00390625,0.05078125,-0.00392927814
493,low,1,,0.0,0.0,0.0
493,low,5,,0.0,0.0,0.0
493,low,10,1,0.0,0.9755859375,0.0
493,low,20,1 4 13,0.0,0.0,-0.003913899321
493,low,50,1 4 13 3 5 7 11 9,0.36328125,0.0,-0.202843192515
494,low,1,,0.0,0.0,0.0
494,low,5,32 28,0.0,0.979614257812,-0.035789107852
494,low,10,32 28 11 24,0.0,0.966796875,-0.015748356968
494,low,20,32 28 11 24 13 22 29 12,0.0,0.9365234375,-0.003913899321
494,low,50,32 28 11 24 13 22 29 12 20 31 21 27 7 19 3 26 6 30 25 37,0.03125,0.0390625,-0.60353502187
495,low,1,,0.0,0.0,0.0
495,low,5,0,-0.00390625,0.0,0.003913899321
495,low,10,0 24,0.0,0.01953125,0.0
495,low,20,0 24 3 1 13,0.0,0.09375,0.0
495,low,50,0 24 3 1 13 8 21 5 6 15 16 10 22,0.0,0.03125,-0.00392927814
496,medium,1,,0.0,0.0,0.0
496,medium,5,,0.0,0.0,0.0
496,medium,10,10,0.0,0.94970703125,0.0
496,medium,20,10 1,0.0,0.996170043945,0.0
496,medium,50,10 1 9 2 8 6,0.966796875,0.0,-0.246860077932
497,low,1,,0.0,0.0,0.0
497,low,5,4,0.0,0.995666503906,0.0
497,low,10,4 19 5,0.0,0.0,0.0
497,low,20,4 19 5 18 29 25 21,0.01171875,0.984130859375,0.0
497,low,50,4 19 5 18 29 25 21 7 13 30 2 24 26 8 23 17 1,0.0703125,0.859375,-0.039845908547
498,medium,1,,0.0,0.0,0.0
498,medium,5,,0.0,0.0,0.0
498,medium,10,,0.0,0.0,0.0
498,medium,20,,0.0,0.0,0.0
498,medium,50,0 1,0.0,0.0234375,0.0
499,medium,1,,0.0,0.0,0.0
499,medium,5,2,0.0078125,0.0,-0.007874056431
499,medium,10,2 30 13,0.02734375,-0.00390625,-0.081678031014
499,medium,20,2 30 13 3 19 4,0.00390625,0.01953125,-0.011834457647
499,medium,50,2 30 13 3 19 4 9 28 10 29 1 0 32 6 12 15,0.00390625,0.08984375,-0.459859180174
500,high,1,,0.0,0.0,0.0
500,high,5,,0.0,0.0,0.0
500,high,10,14,0.8359375,0.0,-0.011787955752
500,high,20,14 11 1,0.650390625,0.0,-0.085591930335
500,high,50,14 11 1 3 13 5 10 7,0.9580078125,0.0,-1.138458197215
501,high,1,,0.0,0.0,0.0
501,high,5,0,0.709594726562,-0.28125,-4.677894291712
501,high,10,0 18,0.706726074219,-0.046875,-3.319379494699
501,high,20,0 18 14 4 3,0.708068847656,0.423828125,-3.872560630424
501,high,50,0 18 14 4 3 24 19 11 16 13 8 9,0.685546875,0.64697265625,-0.826678573184
502,high,1,,0.0,0.0,0.0
502,high,5,,0.0,0.0,0.0
502,high,10,,0.0,0.0,0.0
502,high,20,1,0.90966796875,0.0,-1.700363188745
502,high,50,1 2 6 0,0.880859375,0.3359375,-0.863046217355
503,medium,1,,0.0,0.0,0.0
503,medium,5,,0.0,0.0,0.0
503,medium,10,5,0.0,0.0,0.003913899321
503,medium,20,5 7 8,0.0,0.0,0.0
503,medium,50,5 7 8 4 9 6 0,0.00390625,0.0,0.0
504,low,1,,0.0,0.0,0.0
504,low,5,0 36,0.0,0.983032226562,-0.011787955752
504,low,10,0 36 22 11,0.0,0.00390625,0.0
504,low,20,0 36 22 11 31 37 32 24,0.8671875,0.01171875,-0.18388527877
504,low,50,0 36 22 11 31 37 32 24 25 26 23 35 20 27 10 29 33 17 3 34 28,0.996063232422,0.0,-0.246860077932
505,high,1,,0.0,0.0,0.0
505,high,5,4,0.0,0.996627807617,-0.015748356968
505,high,10,4 17,0.0,0.997528076172,0.0
505,high,20,4 17 20 21,0.0,0.996170043945,-5.817355330395
505,high,50,4 17 20 21 18 7 9 13 6 15 8,0.63671875,0.994262695312,-2.871028795053
506,low,1,,0.0,0.0,0.0
506,low,5,,0.0,0.0,0.0
506,low,10,,0.0,0.0,0.0
506,low,20,2,0.0,0.0,0.0
506,low,50,2 3 5 1,0.0,0.0,0.0
507,low,1,,0.0,0.0,0.0
507,low,5,,0.0,0.0,0.0
507,low,10,0,0.0,0.996826171875,0.0
507,low,20,0 3 2,0.0,0.999996215105,0.0
507,low,50,0 3 2 4 10 13 1 11 5,0.00390625,0.01171875,-0.003913899321
508,medium,1,,0.0,0.0,0.0
508,medium,5,,0.0,0.0,0.0
508,medium,10,9,0.1640625,-0.02734375,-0.142174488781
508,medium,20,9 4,0.0859375,-0.02734375,-0.132957833676
508,medium,50,9 4 3 2 5,0.666015625,-0.0234375,-0.381654459414
509,low,1,,0.0,0.0,0.0
509,low,5,0,0.0,0.6796875,0.0
509,low,10,0 11,0.0,0.859375,0.0
509,low,20,0 11 14 3,0.28125,0.8271484375,0.0
509,low,50,0 11 14 3 12 10 9 15 17 2 4,0.0078125,0.0,-0.120227426998
510,low,1,,0.0,0.0,0.0
510,low,5,,0.0,0.0,0.0
510,low,10,12,0.0,0.00390625,0.0
510,low,20,12 9 0,0.0,0.015625,0.0
510,low,50,12 9 0 2 10 5 8 11,0.0,0.03125,0.0
511,high,1,,0.0,0.0,0.0
511,high,5,7,0.0,0.0,0.0
511,high,10,7 19,0.0,0.00390625,0.0
511,high,20,7 19 9 10,0.0,0.0,0.0
511,high,50,7 19 9 10 11 18 5 6 17 14 12,0.986755371094,0.06640625,-3.049908007656
512,low,1,,0.0,0.0,0.0
512,low,5,1,0.0,0.0703125,0.0
512,low,10,1 13,0.0,0.00390625,0.0
512,low,20,1 13 5 10 19,0.00390625,0.01953125,-0.015810606027
512,low,50,1 13 5 10 19 4 15 6 8 26 12 11 14 21,0.00390625,0.0,-0.447513344352
513,low,1,,0.0,0.0,0.0
513,low,5,1,0.0,0.0,0.0
513,low,10,1 11,0.0,0.0,0.0
513,low,20,1 11 18 12,0.0,0.01171875,0.0
513,low,50,1 11 18 12 6 13 0 10 16 9,0.0,0.991943359375,-0.019724505348
514,high,1,,0.0,0.0,0.0
514,high,5,,0.0,0.0,0.0
514,high,10,2,0.7666015625,0.01171875,-0.632522558744
514,high,20,2 0 1,0.880859375,0.0,-0.386122145265
514,high,50,2 0 1 13 11 14 7 15,0.994079589844,0.0,-0.757685701698
515,low,1,,0.0,0.0,0.0
515,low,5,,0.0,0.0,0.0
515,low,10,12,0.0,0.995941162109,0.0
515,low,20,12 3 10,0.0,0.96044921875,0.0
515,low,50,12 3 10 0 1 11 14 2,0.0,0.0,0.0
516,low,1,,0.0,0.0,0.0
516,low,5,2,0.0,0.995941162109,0.0
516,low,10,2 3,0.0,0.0078125,0.0
516,low,20,2 3 1 19,0.0,0.0,0.0
516,low,50,2 3 1 19 0 16 20 14 4 9,0.1484375,0.0,-0.476273242259
517,low,1,,0.0,0.0,0.0
517,low,5,,0.0,0.0,0.0
517,low,10,,0.0,0.0,0.0
517,low,20,1,0.0,0.0,0.0
517,low,50,1 4 3 0,0.693359375,0.0,-0.060380510989
518,high,1,,0.0,0.0,0.0
518,high,5,,0.0,0.0,0.0
518,high,10,0,-0.07421875,0.0625,0.074107972154
518,high,20,0 13,-0.07421875,0.09765625,0.074107972154
518,high,50,0 13 1 12 5 9 3,-0.08203125,-0.0625,-0.337327302941
519,high,1,,0.0,0.0,0.0
519,high,5,3,0.0078125,-0.109375,-0.060343129907
519,high,10,3 27 12,0.4453125,-0.109375,0.035401927051
519,high,20,3 27 12 0 24 28,-0.09375,0.21484375,-0.352821374623
519,high,50,3 27 12 0 24 28 23 25 1 4 29 2 9 8 14,-0.11328125,0.17578125,-1.126011262856
520,medium,1,,0.0,0.0,0.0
520,medium,5,1,0.00390625,0.0234375,0.0
520,medium,10,1 0,-0.0078125,-0.0078125,0.003960401216
520,medium,20,1 0 7 5,-0.0078125,0.0078125,0.0
520,medium,50,1 0 7 5 6 2 4 15 21 12 13,-0.0078125,0.078125,-0.236124262787
521,medium,1,,0.0,0.0,0.0
521,medium,5,,0.0,0.0,0.0
521,medium,10,0,0.95263671875,0.0,-0.49532143723
521,medium,20,0 5,0.996170043945,0.0,-1.050938819199
521,medium,50,0 5 3 8 6,0.998069763184,0.0,-2.351619427596
522,medium,1,,0.0,0.0,0.0
522,medium,5,18,-0.00390625,0.0078125,-0.003960401216
522,medium,10,18 17,0.0,0.19921875,-0.028057952795
522,medium,20,18 17 5 16,0.01171875,0.957153320312,-0.052750565386
522,medium,50,18 17 5 16 1 22 10 7 19 8 0,0.0,0.955078125,-0.220183509686
523,low,1,,0.0,0.0,0.0
523,low,5,13,0.0,0.942626953125,0.0
523,low,10,13 1,0.0,0.01171875,-0.007874056431
523,low,20,13 1 23 9,0.00390625,0.00390625,-0.048202101818
523,low,50,13 1 23 9 2 8 3 5 15 6 12 21,0.015625,0.0,-1.751408173704
524,low,1,,0.0,0.0,0.0
524,low,5,,0.0,0.0,0.0
524,low,10,1,0.0,0.0,0.0
524,low,20,1 3 0,0.0,0.0,0.0
524,low,50,1 3 0 2 6 16 4 9,0.0,0.0,-0.003913899321
525,low,1,,0.0,0.0,0.0
525,low,5,20,0.0,0.0,0.0
525,low,10,20 21 17,0.0,0.00390625,0.0
525,low,20,20 21 17 2 24 7,0.0,0.6328125,0.0
525,low,50,20 21 17 2 24 7 13 18 27 8 22 3 5 19 15 31,0.0078125,0.078125,-0.035932009226
526,low,1,,0.0,0.0,0.0
526,low,5,,0.0,0.0,0.0
526,low,10,8,0.0,0.985046386719,0.0
526,low,20,8 11 6,0.0,0.00390625,0.0
526,low,50,8 11 6 15 9 16 13 4,0.08984375,0.0,-0.724895878875
527,low,1,,0.0,0.0,0.0
527,low,5,16,0.0,0.92431640625,0.0
527,low,10,16 1 25,0.0,0.00390625,0.0
527,low,20,16 1 25 36 31 21 3,0.0,0.993713378906,-2.071659401238
527,low,50,16 1 25 36 31 21 3 22 26 4 28 10 11 12 35 33 14 2,0.24609375,0.0,-1.856297990366
528,high,1,,0.0,0.0,0.0
528,high,5,2,0.0,0.99977684021,-0.007843177461
528,high,10,2 7 20,0.0,0.999496459961,-0.120227426998
528,high,20,2 7 20 29 4 33 34,0.938232421875,0.996063232422,0.0
528,high,50,2 7 20 29 4 33 34 30 32 3 0 14 24 1 25 31 27,0.999267578125,0.015625,-0.129077042275
529,low,1,,0.0,0.0,0.0
529,low,5,1,0.0,0.0,0.0
529,low,10,1 2,0.0,0.0,0.0
529,low,20,1 2 0 9 8,0.0,0.26171875,-0.007843177461
529,low,50,1 2 0 9 8 4 7 23 10 6 20 3,0.983032226562,0.03125,-1.182078819691
530,high,1,,0.0,0.0,0.0
530,high,5,7,0.02734375,-0.0234375,0.011928570865
530,high,10,7 1,0.0078125,-0.0234375,0.019802627296
530,high,20,7 1 9 6,-0.0078125,-0.015625,0.023716526617
530,high,50,7 1 9 6 4 8 12 2 5 21 18,0.00390625,0.0078125,-0.109814866007
531,medium,1,,0.0,0.0,0.0
531,medium,5,,0.0,0.0,0.0
531,medium,10,4,0.1640625,0.0,0.0
531,medium,20,4 2,0.0,0.515625,0.0
531,medium,50,4 2 5 6 11 3,0.4375,0.0,-1.221044788225
532,medium,1,,0.0,0.0,0.0
532,medium,5,5,-0.01953125,0.00390625,0.044451762571
532,medium,10,5 2,0.00390625,-0.0546875,0.040491361355
532,medium,20,5 2 3 6,0.08203125,-0.05078125,-0.012474174225
532,medium,50,5 2 3 6 9 0 16 4 15 7,-0.03125,-0.00390625,-0.063987708675
533,high,1,,0.0,0.0,0.0
533,high,5,0,0.0,0.8515625,0.0
533,high,10,0 22,0.0,0.978393554688,0.0
533,high,20,0 22 11 12 10,0.00390625,0.46875,-0.409379007429
533,high,50,0 22 11 12 10 15 1 2 13 6 3 5 14 25,0.998497009277,0.0,-3.170271689906
534,medium,1,,0.0,0.0,0.0
534,medium,5,28,0.0,0.995086669922,0.0
534,medium,10,28 24 13,0.0,0.880859375,-0.003913899321
534,medium,20,28 24 13 15 18 6,0.0,0.991943359375,-0.003913899321
534,medium,50,28 24 13 15 18 6 7 17 30 26 8 0 2 29 25 27,0.0,0.8076171875,-0.003913899321
535,low,1,,0.0,0.0,0.0
535,low,5,,0.0,0.0,0.0
535,low,10,,0.0,0.0,0.0
535,low,20,3,0.0,0.0,-0.427183632063
535,low,50,3 0 1 5,0.994934082031,0.0,-1.311070939882
536,medium,1,,0.0,0.0,0.0
536,medium,5,,0.0,0.0,0.0
536,medium,10,4,0.0,0.00390625,0.0
536,medium,20,4 6 7,0.00390625,0.22265625,0.0
536,medium,50,4 6 7 11 14 0 9 2 3,0.5625,0.5625,-3.743055188216
537,high,1,,0.0,0.0,0.0
537,high,5,,0.0,0.0,0.0
537,high,10,15,0.00390625,-0.0390625,0.024491020008
537,high,20,15 2 0,-0.04296875,0.4609375,0.028515170308
537,high,50,15 2 0 3 4 11 10 1 12,0.83837890625,0.15625,-0.652655819205
538,high,1,,0.0,0.0,0.0
538,high,5,,0.0,0.0,0.0
538,high,10,2,0.17578125,0.90283203125,0.044095319865
538,high,20,2 8 15,0.1875,0.947204589844,0.044095319865
538,high,50,2 8 15 10 0 6 7 4,0.919921875,0.7802734375,-0.154833973328
539,medium,1,,0.0,0.0,0.0
539,medium,5,23,0.0,0.0078125,0.003944778291
539,medium,10,23 5,0.0,0.0,0.003944778291
539,medium,20,23 5 20 7,0.960693359375,-0.0078125,-8.140728638072
539,medium,50,23 5 20 7 1 3 16 22 17 19 21 4,0.70703125,0.00390625,-3.430780887766
540,high,1,,0.0,0.0,0.0
540,high,5,,0.0,0.0,0.0
540,high,10,0,0.00390625,0.0,0.0
540,high,20,0 6,0.00390625,0.0,-0.068713892548
540,high,50,0 6 3 7 9,0.0,0.0,-0.129077042275
541,low,1,,0.0,0.0,0.0
541,low,5,25,0.0,0.96044921875,0.0
541,low,10,25 3 6,0.0,0.10546875,0.0
541,low,20,25 3 6 28 19 33 2,0.0,0.9326171875,0.0
541,low,50,25 3 6 28 19 33 2 7 4 18 1 31 27 34 23 0 14 15,0.234375,0.00390625,-0.023716526617
542,medium,1,,0.0,0.0,0.0
542,medium,5,16,0.0,0.962646484375,0.0
542,medium,10,16 17,0.01171875,0.0,-0.011787955752
542,medium,20,16 17 12 19,0.0390625,0.28125,-1.012577951326
542,medium,50,16 17 12 19 13 15 3 10 8 2 9,0.7666015625,0.40625,-0.314068827625
543,low,1,,0.0,0.0,0.0
543,low,5,,0.0,0.0,0.0
543,low,10,10,0.0,0.0,0.0
543,low,20,10 15 1,0.234375,0.0,-0.003913899321
543,low,50,10 15 1 13 0 9 16 11,0.0,0.0,-0.129077042275
544,high,1,,0.0,0.0,0.0
544,high,5,,0.0,0.0,0.0
544,high,10,0,-0.046875,-0.08203125,0.050010420575
544,high,20,0 3 2,0.0078125,0.0703125,-0.017241806435
544,high,50,0 3 2 1 8 12 9,0.907379150391,0.01171875,-0.572519192771
545,medium,1,,0.0,0.0,0.0
545,medium,5,0 41,-0.01171875,0.572265625,0.015810606027
545,medium,10,0 41 12 17,0.00390625,0.05078125,0.007936549596
545,medium,20,0 41 12 17 4 21 45 35 27,0.03125,0.10546875,0.00397614838
545,medium,50,0 41 12 17 4 21 45 35 27 31 10 42 11 28 25 19 2 8 18 39 5 30 37,-0.015625,0.078125,0.015810606027
546,high,1,,0.0,0.0,0.0
546,high,5,1,-0.0078125,0.7490234375,0.01612938193
546,high,10,1 5,-0.0078125,0.59765625,0.004056800696
546,high,20,1 5 0 6,0.00390625,0.109375,-0.020534602442
546,high,50,1 5 0 6 7 20 21 8 15 3 13,0.583984375,0.1953125,-2.77258872224
547,high,1,,0.0,0.0,0.0
547,high,5,,0.0,0.0,0.0
547,high,10,1,0.77734375,0.962646484375,-2.127450760866
547,high,20,1 0,0.40625,0.00390625,-4.385940533995
547,high,50,1 0 7 2 3,0.994079589844,0.00390625,-3.923317012047
548,medium,1,,0.0,0.0,0.0
548,medium,5,,0.0,0.0,0.0
548,medium,10,6,0.0,0.0234375,0.00392927814
548,medium,20,6 18 1,0.0234375,-0.00390625,-0.052537333528
548,medium,50,6 18 1 11 8 0 5 9 12,0.03125,0.01171875,-0.717052701413
549,low,1,,0.0,0.0,0.0
549,low,5,,0.0,0.0,0.0
549,low,10,7,0.0,0.9755859375,0.0
549,low,20,7 3,0.00390625,0.997192382812,-0.035789107852
549,low,50,7 3 6 8 1,0.94970703125,0.02734375,-1.289564734661
550,medium,1,,0.0,0.0,0.0
550,medium,5,5,0.0,0.99829864502,0.0
550,medium,10,5 10,0.0,0.0,0.0
550,medium,20,5 10 2 9,0.0,0.0,0.0
550,medium,50,5 10 2 9 16 3 12 4 18 13 0 14,0.0,0.18359375,0.0
551,high,1,,0.0,0.0,0.0
551,high,5,,0.0,0.0,0.0
551,high,10,,0.0,0.0,0.0
551,high,20,1,0.00390625,0.0,0.0
551,high,50,1 0,0.0078125,0.0,-0.007843177461
552,high,1,,0.0,0.0,0.0
552,high,5,,0.0,0.0,0.0
552,high,10,8,0.0078125,-0.00390625,-0.052537333528
552,high,20,8 6 5,0.01953125,0.991088867188,-0.855203039894
552,high,50,8 6 5 0 1 7 12,-0.00390625,0.989929199219,-1.543731274598
553,high,1,,0.0,0.0,0.0
553,high,5,,0.0,0.0,0.0
553,high,10,9,0.1484375,0.962646484375,-0.895990373075
553,high,20,9 1,0.0,0.990844726562,-0.077117303344
553,high,50,9 1 8 6 11 4,0.972412109375,0.77734375,-2.757084535704
554,high,1,,0.0,0.0,0.0
554,high,5,,0.0,0.0,0.0
554,high,10,7,0.8359375,0.9755859375,0.0
554,high,20,7 0,0.0,0.968872070312,0.0
554,high,50,7 0 5 3 1,0.995941162109,0.744140625,-0.003913899321
555,low,1,,0.0,0.0,0.0
555,low,5,20,0.0,0.982055664062,0.0
555,low,10,20 22,0.0,0.3203125,0.0
555,low,20,20 22 18 12 13,0.0,0.0,-0.003913899321
555,low,50,20 22 18 12 13 0 1 4 21 15 3 17 6,0.0,0.00390625,-0.111455440925
556,low,1,,0.0,0.0,0.0
556,low,5,23,0.0,0.24609375,-0.027724548015
556,low,10,23 17,0.0,0.00390625,-0.035789107852
556,low,20,23 17 19 18 20,0.0,0.0,-0.251872619755
556,low,50,23 17 19 18 20 24 21 13 14 9 5 25 6,0.993499755859,0.0,-1.502126176645
557,high,1,,0.0,0.0,0.0
557,high,5,,0.0,0.0,0.0
557,high,10,,0.0,0.0,0.0
557,high,20,2,0.0,0.90966796875,0.0
557,high,50,2 3 1 0,0.994445800781,0.0,-1.807507826196
558,high,1,,0.0,0.0,0.0
558,high,5,,0.0,0.0,0.0
558,high,10,5,0.443359375,-0.1640625,-0.023641763057
558,high,20,5 3,0.01953125,-0.1640625,0.122961711135
558,high,50,5 3 4 8 2,0.046875,-0.12109375,-0.297071812802
559,low,1,,0.0,0.0,0.0
559,low,5,,0.0,0.0,0.0
559,low,10,12,0.0,0.979614257812,0.0
559,low,20,12 9 4,0.0,0.984130859375,-0.003913899321
559,low,50,12 9 4 0 17 3 2 13 1,0.0234375,0.00390625,-0.188591169808
560,high,1,,0.0,0.0,0.0
560,high,5,11,0.0,0.998672485352,0.0
560,high,10,11 15,0.0,0.984130859375,0.0
560,high,20,11 15 12 10 14,0.0,0.93994140625,0.0
560,high,50,11 15 12 10 14 16 22 23 3 19 1 17 13,0.9365234375,0.00390625,0.0
561,high,1,,0.0,0.0,0.0
561,high,5,26,0.0,0.979614257812,0.0
561,high,10,26 28 4,0.00390625,0.989685058594,-2.127450760866
561,high,20,26 28 4 3 29 5,0.08203125,0.94970703125,-3.034562437981
561,high,50,26 28 4 3 29 5 19 24 12 11 22 13 0 20 6,0.994445800781,0.938232421875,-0.800245316116
562,medium,1,,0.0,0.0,0.0
562,medium,5,1,0.0,0.943359375,0.0
562,medium,10,1 20,0.00390625,0.986755371094,0.0
562,medium,20,1 20 2 6,0.00390625,0.962646484375,0.0
562,medium,50,1 20 2 6 0 15 3 22 10 18 5,0.546875,0.988342285156,-0.003913899321
563,high,1,,0.0,0.0,0.0
563,high,5,,0.0,0.0,0.0
563,high,10,,0.0,0.0,0.0
563,high,20,1,0.15234375,0.999195098877,-0.027724548015
563,high,50,1 0 5 7,0.01953125,0.990844726562,-0.052116001139
564,medium,1,,0.0,0.0,0.0
564,medium,5,,0.0,0.0,0.0
564,medium,10,,0.0,0.0,0.0
564,medium,20,,0.0,0.0,0.0
564,medium,50,0,0.0234375,-0.00390625,-0.027945930391
565,high,1,,0.0,0.0,0.0
565,high,5,,0.0,0.0,0.0
565,high,10,,0.0,0.0,0.0
565,high,20,3,0.0,0.744140625,0.0
565,high,50,3 4 1,0.995086669922,0.00390625,-2.235547256343
566,low,1,,0.0,0.0,0.0
566,low,5,26,0.0,0.978393554688,0.0
566,low,10,26 0 18,0.0,0.986755371094,0.0
566,low,20,26 0 18 28 4 30 3,0.0,0.591796875,0.0
566,low,50,26 0 18 28 4 30 3 27 33 16 1 34 8 17 32 2 9,0.0,0.0,0.0
567,high,1,,0.0,0.0,0.0
567,high,5,,0.0,0.0,0.0
567,high,10,2,0.0,0.0546875,0.0
567,high,20,2 3 7,0.0,0.0546875,0.0
567,high,50,2 3 7 5 8 12 4 10 1,0.619140625,0.0,-0.208544751893
568,low,1,,0.0,0.0,0.0
568,low,5,15,0.0,0.0,0.0
568,low,10,15 10,0.0,0.0,0.0
568,low,20,15 10 4 8,0.0,0.00390625,0.0
568,low,50,15 10 4 8 2 1 14 19 7 13 18,0.880859375,0.0,0.0
569,low,1,,0.0,0.0,0.0
569,low,5,,0.0,0.0,0.0
569,low,10,1,0.0,-0.00390625,0.0
569,low,20,1 2,0.0,-0.00390625,0.003913899321
569,low,50,1 2 0 9 5,-0.00390625,0.00390625,-0.019802627296
570,high,1,,0.0,0.0,0.0
570,high,5,4,0.0,0.109375,0.0
570,high,10,4 7 10,0.0,0.02734375,0.003913899321
570,high,20,4 7 10 6 29 5 30,0.0,0.03515625,0.003913899321
570,high,50,4 7 10 6 29 5 30 12 35 18 37 9 27 16 36 11 23 8 2,0.0,0.33203125,-0.007874056431
571,high,1,,0.0,0.0,0.0
571,high,5,,0.0,0.0,0.0
571,high,10,2,0.0078125,-0.0078125,-0.007936549596
571,high,20,2 16 10,0.01171875,0.979675292969,-0.108439471246
571,high,50,2 16 10 3 1 11 15 14,0.11328125,-0.01171875,-0.779799297621
572,high,1,,0.0,0.0,0.0
572,high,5,,0.0,0.0,0.0
572,high,10,,0.0,0.0,0.0
572,high,20,5,0.96044921875,0.992889404297,-3.347952867143
572,high,50,5 1 3,0.1328125,0.99169921875,-2.465563686945
573,low,1,,0.0,0.0,0.0
573,low,5,,0.0,0.0,0.0
573,low,10,,0.0,0.0,0.0
573,low,20,0,0.0,0.0,0.0
573,low,50,0 2 3,0.30859375,0.0,-4.202802317295
574,high,1,,0.0,0.0,0.0
574,high,5,,0.0,0.0,0.0
574,high,10,,0.0,0.0,0.0
574,high,20,0,0.999643325806,0.0,-6.908304746318
574,high,50,0 3 1,0.998352050781,0.0,-5.441380650798
575,high,1,,0.0,0.0,0.0
575,high,5,,0.0,0.0,0.0
575,high,10,4,0.56640625,-0.0078125,-0.191055236763
575,high,20,4 6 5,0.140625,-0.0078125,-0.099667485173
575,high,50,4 6 5 14 3 0 2,0.0390625,0.015625,-0.104043859773
576,low,1,,0.0,0.0,0.0
576,low,5,,0.0,0.0,0.0
576,low,10,12,0.0,0.05859375,-0.003913899321
576,low,20,12 5 1,0.00390625,0.0,-0.007843177461
576,low,50,12 5 1 3 14 10 4 2,0.00390625,0.0,-0.060380510989
577,medium,1,,0.0,0.0,0.0
577,medium,5,2,-0.0078125,0.01171875,0.01612938193
577,medium,10,2 1 0,-0.0234375,0.0078125,0.032002731086
577,medium,20,2 1 0 12 11 7,-0.02734375,0.01953125,0.032002731086
577,medium,50,2 1 0 12 11 7 4 3 17 5 30 25 24 26 8,-0.03125,0.1953125,-1.583358199651
578,high,1,,0.0,0.0,0.0
578,high,5,,0.0,0.0,0.0
578,high,10,3,-0.015625,-0.08984375,0.138304671377
578,high,20,3 4,0.05078125,-0.03515625,0.198929293194
578,high,50,3 4 1 9 7 5,-0.125,-0.1796875,0.195000015054
579,medium,1,,0.0,0.0,0.0
579,medium,5,0,0.0,0.990844726562,0.0
579,medium,10,0 13,0.0,0.970703125,0.0
579,medium,20,0 13 19 18,0.0859375,0.0,-0.003913899321
579,medium,50,0 13 19 18 3 4 9 2 1 15,0.8271484375,0.0,-0.133531392625
580,medium,1,,0.0,0.0,0.0
580,medium,5,8,0.00390625,0.984370917082,0.003960401216
580,medium,10,8 32 26,0.015625,0.984306812286,-0.05296553558
580,medium,20,8 32 26 7 17 23,0.04296875,0.3046875,-0.091349778588
580,medium,50,8 32 26 7 17 23 1 16 27 31 9 30 3 28 25 29 4,0.06640625,0.08984375,-0.236124262787
581,medium,1,,0.0,0.0,0.0
581,medium,5,,0.0,0.0,0.0
581,medium,10,9,0.0,0.992174088955,0.00392927814
581,medium,20,9 8 5,0.14453125,-0.00390625,-7.648524507013
581,medium,50,9 8 5 1 10 3 14,0.11328125,0.00390625,-0.624679381282
582,high,1,,0.0,0.0,0.0
582,high,5,,0.0,0.0,0.0
582,high,10,6,0.0078125,0.0234375,-0.007968169649
582,high,20,6 8,0.00390625,0.00390625,-0.007968169649
582,high,50,6 8 9 4 3 0 12,0.01171875,-0.0078125,-0.266738898607
583,high,1,,0.0,0.0,0.0
583,high,5,17,0.0,0.943359375,0.0
583,high,10,17 19 3,0.0,0.998542785645,0.0
583,high,20,17 19 3 31 29 13,0.0,0.0,0.0
583,high,50,17 19 3 31 29 13 23 32 6 1 27 7 0 18 11 21,0.591796875,0.0,-0.439231970579
584,medium,1,,0.0,0.0,0.0
584,medium,5,,0.0,0.0,0.0
584,medium,10,,0.0,0.0,0.0
584,medium,20,,0.0,0.0,0.0
584,medium,50,2,-0.09765625,0.1328125,0.083381608939
585,medium,1,,0.0,0.0,0.0
585,medium,5,,0.0,0.0,0.0
585,medium,10,,0.0,0.0,0.0
585,medium,20,4,0.0,0.995666503906,0.0
585,medium,50,4 2 3 0,0.0,0.993316650391,0.0
586,medium,1,,0.0,0.0,0.0
586,medium,5,11,-0.00390625,0.01953125,0.0
586,medium,10,11 7 28,-0.00390625,0.0078125,0.003944778291
586,medium,20,11 7 28 29 17 21,-0.0078125,0.7763671875,-2.007028964111
586,medium,50,11 7 28 29 17 21 3 27 12 20 15 8 2 18 25,-0.0078125,0.7548828125,-0.943332940549
587,high,1,,0.0,0.0,0.0
587,high,5,28,0.0,0.943359375,0.0
587,high,10,28 20,0.0,0.88720703125,0.0
587,high,20,28 20 5 6 19,0.0,0.04296875,0.0
587,high,50,28 20 5 6 19 17 0 1 8 7 2 27 16 21,0.01953125,0.0,-0.179201429458
588,low,1,,0.0,0.0,0.0
588,low,5,,0.0,0.0,0.0
588,low,10,,0.0,0.0,0.0
588,low,20,,0.0,0.0,0.0
588,low,50,2 1,0.00390625,0.0,-0.023716526617
589,high,1,,0.0,0.0,0.0
589,high,5,15,0.0,0.989685058594,0.0
589,high,10,15 16,0.0,0.987548828125,0.0
589,high,20,15 16 3 7,0.02734375,0.996170043945,0.0
589,high,50,15 16 3 7 4 1 10 12 13 8 9,0.989013671875,0.999465942383,0.0
590,high,1,,0.0,0.0,0.0
590,high,5,16,0.07421875,0.00390625,-0.108439471246
